X,Y,objectid,reg_no,part,act,year,section,sdesc,desc_,feat_num,test,keyval,tpo_ref,tree_ref,amended
429279.421,385677.640000001,68906,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A38,808/110,,
429375.353,385760.708000001,68907,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A39,808/110,,
429384.912,385762.798,68908,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A40,808/110,,
433489.811,389724.673,68909,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T7,6169,1,A41,808/56,T7,
433519.038,389712.904999999,68910,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T8,6169,1,A42,808/56,T8,
433519.88,389712.377,68911,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T9,6169,1,A43,808/56,T9,
433521.602,389711.816,68912,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T10,6170,1,A44,808/56,T10,
436437.068,386583.247,68913,1724,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/61        : T2,6170,1,A45,808/61,T2,
436435.365,386579.381999999,68914,1724,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/61        : T3,6170,1,A46,808/61,T3,
436433.525,386581.774,68915,1724,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/61        : T4,6170,1,A47,808/61,T4,
444271.955,383138.114,68916,1791,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/95        : T2,6170,1,A48,808/95,T2,
444276.004,383142.438999999,68917,1791,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/95        : T1,6170,1,A49,808/95,T1,
444263.58,383122.975,68918,1791,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/95        : G2,6170,1,A50,808/95,G2,
444265.466,383125.16,68919,1791,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/95        : G2,6170,1,A51,808/95,G2,
444262.522,383127.277000001,68920,1791,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/95        : G2,6170,1,A52,808/95,G2,
444258.818,383226.808,68921,1814,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/97        : T1,6170,1,A53,808/97,T1,
444282.888,383263.657,68922,1814,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/97        : T12,6170,1,A54,808/97,T12,
444287.467,383263.812000001,68923,1814,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/97        : T11,6170,1,A55,808/97,T11,
429345.316,385637.956,68924,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A56,808/110,,
429279.463,385745.922,68925,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A57,808/110,,
429280.121,385731.683,68926,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A58,808/110,,
429280.295,385725.037,68927,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A59,808/110,,
429301.077,385726.960000001,68928,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A60,808/110,,
429304.225,385745.673,68929,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A61,808/110,,
429394.806,385764.316,68930,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A62,808/110,,
429431.84,385769.852,68931,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A63,808/110,,
429443.768,385771.890000001,68932,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A64,808/110,,
429458.005,385773.801999999,68933,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A65,808/110,,
429512.705,385778.653000001,68934,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A66,808/110,,
429519.588,385763.873,68935,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A67,808/110,,
429524.587,385752.778000001,68936,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A68,808/110,,
429326.392,385684.027000001,68937,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A69,808/110,,
429329.356,385681.721000001,68938,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A70,808/110,,
429330.674,385677.768999999,68939,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A71,808/110,,
430201.877,385572.218,68940,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160        : T14,6183,1,A269,808/160,T14,
429341.871,385679.086999999,68941,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A72,808/110,,
429361.96,385682.380000001,68942,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A73,808/110,,
429392.258,385684.685000001,68943,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A74,808/110,,
429442.974,385690.942,68944,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A75,808/110,,
429499.289,385729.802999999,68945,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A76,808/110,,
429321.123,385710.043,68946,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A77,808/110,,
429362.289,385715.971000001,68947,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A78,808/110,,
429385.342,385720.582,68948,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A79,808/110,,
429396.21,385722.887,68949,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A80,808/110,,
429422.226,385724.534,68950,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6170,1,A81,808/110,,
430783.556,389034.215,68951,2015,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/225      : T7,6170,1,A82,808/225,T7,
442593.477,380621.589,68952,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53        : T2,6170,1,A83,808/53,T2,
442592.777,380626.831,68953,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53        : T1,6170,1,A84,808/53,T1,
442593.542,380617.322000001,68954,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53        : T3,6170,1,A85,808/53,T3,
433404.507,389750.172,68955,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T2,6170,1,A86,808/56,T2,
433414.906,389745.222999999,68956,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T3,6170,1,A87,808/56,T3,
433410.813,389756.528999999,68957,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T1,6170,1,A88,808/56,T1,
436428.142,386592.449999999,68958,1724,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/61        : T1,6170,1,A89,808/61,T1,
432492.727,390640.902000001,68959,1869,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/103       : T25,6171,1,A90,808/103,T25,
430207.779,388388.530999999,68960,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122      : T1,6171,1,A91,808/122,T1,
430221.098,388394.051000001,68961,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122      : T2,6171,1,A92,808/122,T2,
430223.589,388394.959000001,68962,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122      : T3,6171,1,A93,808/122,T3,
430241.128,388407.844000001,68963,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122      : T4,6171,1,A94,808/122,T4,
430243.912,388409.033,68964,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122      : T5,6171,1,A95,808/122,T5,
430267.138,388416.148,68965,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122      : T8,6171,1,A96,808/122,T8,
430248.66,388397.473999999,68966,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122      : T13,6171,1,A97,808/122,T13,
433171.567,393863.634,68967,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86,6171,1,A98,808/86,,
433164.269,393865.511,68968,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86,6171,1,A99,808/86,,
433168.022,393868.013,68969,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86,6171,1,A100,808/86,,
433162.392,393857.795,68970,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86,6171,1,A101,808/86,,
431980.975,381059.136,68971,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6171,1,A102,808/244,,
431976.066,381046.491,68972,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244       : T67,6171,1,A103,808/244,T67,
435200.086,396563.524,68973,1971,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/187        : T4,6171,1,A104,808/187,T4,
433190.28,393864.305,68974,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86,6171,1,A105,808/86,,
433822.221,385565.332,68975,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T1,6171,1,A106,808/235,T1,
433829.749,385568.613,68976,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235       : T2,6171,1,A107,808/235,T2,
433835.367,385571.412,68977,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T3,6171,1,A108,808/235,T3,
433840.338,385571.499,68978,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T4,6171,1,A109,808/235,T4,
433845.14,385575.789999999,68979,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T5,6171,1,A110,808/235,T5,
433849.549,385574.538000001,68980,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T6,6171,1,A111,808/235,T6,
433853.684,385572.458000001,68981,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T7,6171,1,A112,808/235,T7,
442580.729,380566.604,68982,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6171,1,A113,808/53,,
442580.48,380563.227,68983,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6171,1,A114,808/53,,
442580.716,380602.911,68984,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53          : T4,6171,1,A115,808/53,T4,
442652.892,380585.963,68985,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6171,1,A116,808/53,,
442733.469,380600.324999999,68986,1739,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/53,6171,1,A117,808/53,,
433488.523,389727.433,68987,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56          : T5,6171,1,A118,808/56,T5,
433853.56,385568.239,68988,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T8,6172,1,A119,808/235,T8,
433853.133,385560.982000001,68989,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T9,6172,1,A120,808/235,T9,
433852.973,385553.845000001,68990,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T10,6172,1,A121,808/235,T10,
433852.706,385548.994999999,68991,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T11,6172,1,A122,808/235,T11,
433852.546,385545.396,68992,7257,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/235        : T12,6172,1,A123,808/235,T12,
443822.984,381240.687000001,68993,7546,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/237a      : T9,6172,1,A124,808/237,T9,a
443796.312,381254.114,68994,7546,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/237a      : T10,6172,1,A125,808/237,T10,a
443781.187,381291.711999999,68995,7546,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/237a      : T11,6172,1,A126,808/237,T11,a
443817.461,381199.507999999,68996,7546,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/237a      : T7,6172,1,A127,808/237,T7,a
432508.87,384993.618000001,68997,1902,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/163,6172,1,A128,808/163,,
432515.533,385007.76,68998,1902,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/163,6172,1,A129,808/163,,
432509.721,385007.501,68999,1902,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/163,6172,1,A130,808/163,,
432193.785,385388.955,69000,1903,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/161        : T2,6172,1,A131,808/161,T2,
432189.375,385389.079,69001,1903,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/161        : T1,6172,1,A132,808/161,T1,
432195.089,385384.048,69002,1903,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/161        : T3,6172,1,A133,808/161,T3,
430144.723,385551.175000001,69003,1905,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/160,6172,1,A134,808/160,,
434992.968,396558.589,69004,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T6,6172,1,A135,808/17,T6,
434993.477,396552.477,69005,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T5,6172,1,A136,808/17,T5,
434966.142,396555.024,69006,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T4,6172,1,A137,808/17,T4,
434966.651,396548.402000001,69007,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T3,6172,1,A138,808/17,T3,
434959.01,396547.892999999,69008,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T2,6172,1,A139,808/17,T2,
434906.694,396480.66,69009,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6172,1,A140,808/17,T1,
433186.94,393871.822000001,69010,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6172,1,A141,808/86,T1,
432009.76,381025.222999999,69011,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6172,1,A142,808/244,,
432015.322,381019.846999999,69012,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6172,1,A143,808/244,,
432045.127,380999.625,69013,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6172,1,A144,808/244,,
432048.312,380997.325999999,69014,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6172,1,A145,808/244,,
432050.31,380996.74,69015,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6172,1,A146,808/244,,
432049.707,380948.744000001,69016,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6172,1,A147,808/244,,
432060.002,380923.751,69017,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6172,1,A148,808/244,,
432057.752,380922.688999999,69018,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A149,808/244,,
432061.418,380925.955,69019,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A150,808/244,,
432066.32,380931.24,69020,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A151,808/244,,
432079.276,380983.492000001,69021,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A152,808/244,,
432078.465,380992.710000001,69022,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A153,808/244,,
432063.753,380964.521,69023,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A154,808/244,,
432089.561,380973.476,69024,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A155,808/244,,
432065.052,380945.592,69025,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A156,808/244,,
432040.485,380927.114,69026,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A157,808/244,,
432064.875,380941.902000001,69027,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A158,808/244,,
432065.641,380936.84,69028,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A159,808/244,,
432074.026,380936.505000001,69029,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A160,808/244,,
432055.182,380930.714,69030,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A161,808/244,,
432059.734,380932.075999999,69031,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A162,808/244,,
431988.116,381030.149,69032,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A163,808/244,,
431995.556,381015.243000001,69033,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A164,808/244,,
432001.877,381013.118000001,69034,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A165,808/244,,
432005.39,381002.787,69035,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A166,808/244,,
431997.134,381043.575999999,69036,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A167,808/244,,
432004.18,381035.42,69037,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A168,808/244,,
432008.258,381029.488,69038,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A169,808/244,,
432012.473,381029.672,69039,7661,3b,Town and,1990,201,Tree Preservation Orde,TPO No.  808/244,6173,1,A170,808/244,,
433184.434,393856.998,69040,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6173,1,A171,808/86,T1,
433185.478,393851.361,69041,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T9,6173,1,A172,808/86,T9,
435802.198,384070.082,69042,1828,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/129        : T2,6168,1,A1,808/129,T2,
429413.005,385686.332,69043,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6168,1,A4,808/110,,
436178.991,385813.725,69044,1726,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/42        : T6,6168,1,A5,808/42,T6,
436181.862,385800.645,69045,1726,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/42        : T7,6168,1,A6,808/42,T7,
436070.208,385764.277000001,69046,1726,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/42        : T1,6168,1,A7,808/42,T1,
431869.574,390998.023,69047,2316,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/31         : T17,6168,1,A9,808/31,T17,
431870.42,391006.49,69048,2316,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/31         : T18,6168,1,A10,808/31,T18,
431856.027,391009.453,69049,2316,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/31         : T19,6168,1,A11,808/31,T19,
431844.173,391026.810000001,69050,2316,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/31         : T20,6168,1,A12,808/31,T20,
444394.133,383220.789999999,69051,2322,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/83        : T6,6168,1,A13,808/83,T6,
429279.561,385620.028000001,69052,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6168,1,A14,808/110,,
429284.948,385621.396,69053,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6168,1,A15,808/110,,
429296.602,385623.747,69054,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6168,1,A16,808/110,,
429300.397,385624.706,69055,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6168,1,A17,808/110,,
429303.685,385625.726,69056,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6168,1,A18,808/110,,
429328.487,385632.605,69057,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6168,1,A19,808/110,,
432156.701,384582.149,69058,2103,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/221,6169,1,A20,808/221,,
433482.696,388726.011,69059,2104,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/226,6169,1,A21,808/226,,
433487.971,389728.354,69060,1738,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/56        : T4,6169,1,A22,808/56,T4,
430774.376,389030.328,69061,2015,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/225      : T8,6169,1,A23,808/225,T8,
430764.08,389026.623,69062,2015,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/225      : T10,6169,1,A24,808/225,T10,
435935.797,382794.892999999,69063,1874,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/155      : T1,6169,1,A25,808/155,T1,
433193.463,393857.794,69064,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86,6169,1,A26,808/86,,
429311.988,385628.537,69065,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A27,808/110,,
429320.536,385630.424000001,69066,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A28,808/110,,
429278.701,385672.918,69067,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A29,808/110,,
429372.827,385717.618000001,69068,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A30,808/110,,
429290.864,385622.448999999,69069,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A31,808/110,,
429390.889,385763.666999999,69070,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A32,808/110,,
429398.806,385764.947000001,69071,1793,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/110,6169,1,A33,808/110,,
438204.386,383958.251,69072,1867,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/154      : T1,6169,1,A34,808/154,T1,
438204.872,383957.441,69073,1867,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/154      : T2,6169,1,A35,808/154,T2,
438208.353,383956.064999999,69074,1867,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/154      : T3,6169,1,A36,808/154,T3,
433170.525,393847.577,69075,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86,6169,1,A37,808/86,,
436174.844,385814.363,69076,1726,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/42          : T5,6175,1,A174,808/42,T5,
430278.097,388401.466,69077,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122        : T9,6187,1,A365,808/122,T9,
442345.962,384709.489,69078,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113        : T1,6187,1,A366,808/113,T1,
430280.822,388397.101,69079,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122        : T10,6187,1,A367,808/122,T10,
430248.077,388411.365,69080,1766,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/122        : T6/,6187,1,A368,808/122,T6/,
442371.059,384723.348999999,69081,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A369,808/113,,
442369.169,384714.914999999,69082,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A370,808/113,,
442368.056,384700.272,69083,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A371,808/113,,
442341.708,384603.58,69084,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A372,808/113,,
442353.831,384651.529999999,69085,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A373,808/113,,
442349.725,384639.642000001,69086,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A374,808/113,,
442347.32,384633.168,69087,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A375,808/113,,
433100.856,380233.994000001,69088,1780,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/71          : T4,6187,1,A376,808/71,T4,
442405.954,384702.715,69089,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A377,808/113,,
442420.812,384698.831,69090,1813,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/113,6187,1,A378,808/113,,
433097.884,380234.728,69091,1780,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/71          : T5,6187,1,A379,808/71,T5,
433104.196,380233.164000001,69092,1780,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/71          : T3,6187,1,A380,808/71,T3,
433105.788,380230.199999999,69093,1780,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/71          : T2,6187,1,A381,808/71,T2,
441815.51,382441.779999999,69094,9073,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/261        : T1,6187,1,A382,808/261,T1,
432681.272,386726.344000001,69095,1883,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/109        : T51,6187,1,A383,808/109,T51,
430320.222,380719.597999999,69096,1798,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/111        : T1,6187,1,A384,808/111,T1,
433059.989,387012.673,69097,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T1,6187,1,A385,808/87,T1,
433061.726,387009.468,69098,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T2,6187,1,A386,808/87,T2,
433064.139,387005.085000001,69099,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T3,6187,1,A387,808/87,T3,
433065.5,387002.353,69100,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T4,6187,1,A388,808/87,T4,
433070.581,386993.652000001,69101,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T5,6187,1,A389,808/87,T5,
433072.35,386990.381999999,69102,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T6,6187,1,A390,808/87,T6,
433073.775,386987.82,69103,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T7,6187,1,A391,808/87,T7,
433075.26,386984.994999999,69104,1788,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/87          : T8,6187,1,A392,808/87,T8,
