X,Y,objectid,reg_no,part,act,year,section,sdesc,desc_,feat_num,test,keyval,tpo_ref,tree_ref,amended
430948.622,390011.968,69917,9200,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/265        : T1,6212,1,A1045,808/265,T1,
433607.3735,393733.258099999,69918,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T28,0,0,A1196,808/388,T28,
434248.659,381802.464,69919,2343,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/198        : T1,6206,1,A957,808/198,T1,
434574.378,381178.004000001,69920,1747,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/47          :,6206,1,A958,808/47,,
434577.314,381174.072000001,69921,1747,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/47          :,6206,1,A959,808/47,,
434582.812,381169.893999999,69922,1747,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/47          :,6206,1,A960,808/47,,
434588.153,381167.556,69923,1747,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/47          :,6206,1,A961,808/47,,
434590.641,381166.711999999,69924,1747,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/47          :,6206,1,A962,808/47,,
434590.176,381174.92,69925,1747,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/47          :,6206,1,A963,808/47,,
431799.579,381527.934,69926,1680,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/52          : T3,6206,1,A964,808/52,T3,
431804.444,381526.698999999,69927,1680,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/52          : T2,6206,1,A965,808/52,T2,
431806.606,381528.861,69928,1680,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/52          : T1,6206,1,A966,808/52,T1,
433131.594,393808.171,69929,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          :,6206,1,A967,808/86,,
433148.166,393838.301999999,69930,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          :,6206,1,A968,808/86,,
433160.053,393845.107999999,69931,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          :,6206,1,A969,808/86,,
433166.079,393842.316,69932,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          :,6206,1,A970,808/86,,
433177.63,393833.612,69933,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6206,1,A971,808/86,T1,
433182.99,393834.068,69934,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T2,6206,1,A972,808/86,T2,
433188.367,393838.217,69935,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T3,6206,1,A973,808/86,T3,
433195.337,393841.975,69936,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T5,6206,1,A974,808/86,T5,
433189.318,393843.561000001,69937,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T4,6206,1,A975,808/86,T4,
433180.257,393887.832,69938,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6207,1,A976,808/86,T1,
433183.808,393882.261,69939,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6207,1,A977,808/86,T1,
433185.27,393877.459000001,69940,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6207,1,A978,808/86,T1,
433173.995,393884.766000001,69941,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T2,6207,1,A979,808/86,T2,
433177.962,393883.931,69942,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T2,6207,1,A980,808/86,T2,
433177.336,393877.668,69943,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T2,6207,1,A981,808/86,T2,
433195.762,393852.084000001,69944,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          :,6207,1,A982,808/86,,
433191.795,393848.828,69945,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T6,6207,1,A983,808/86,T6,
433173.86,393865.718,69946,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6207,1,A984,808/86,T1,
433178.657,393868.221000001,69947,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6207,1,A985,808/86,T1,
433183.453,393869.055,69948,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T1,6207,1,A986,808/86,T1,
431045.842,392907.625,69949,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T12,6216,1,A1075,808/270,T12,
431044.284,392911.876,69950,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T11,6216,1,A1076,808/270,T11,
431047.919,392914.529999999,69951,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T10,6216,1,A1077,808/270,T10,
431051.034,392916.491,69952,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T9,6216,1,A1078,808/270,T9,
431053.572,392920.068,69953,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T8,6216,1,A1079,808/270,T8,
431057.529,392923.129000001,69954,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T4,6216,1,A1080,808/270,T4,
431057.718,392915.517000001,69955,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T7,6216,1,A1081,808/270,T7,
431060.773,392917.436000001,69956,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T6,6216,1,A1082,808/270,T6,
431064.25,392920.147,69957,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T5,6216,1,A1083,808/270,T5,
431073.95,392929.493000001,69958,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T3,6216,1,A1084,808/270,T3,
431069.847,392931.943,69959,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T2,6216,1,A1085,808/270,T2,
431065.133,392937.631999999,69960,9729,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/270        : T1,6216,1,A1086,808/270,T1,
442961.275,380556.848999999,69961,10086,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/273        : T1,6368,1,A1087,808/273,T1,
430803.017,386094.453,69962,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T1,6380,1,A1088,808/275,T1,
430806.324,386102.126,69963,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T2,6380,1,A1089,808/275,T2,
430810.69,386107.483999999,69964,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T3,6380,1,A1090,808/275,T3,
430816.974,386128.187999999,69965,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T4,6380,1,A1091,808/275,T4,
430819.355,386130.039999999,69966,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T5,6381,1,A1098,808/275,T5,
430816.907,386136.191,69967,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T8,6381,1,A1099,808/275,T8,
430818.693,386133.148,69968,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T6,6381,1,A1100,808/275,T6,
430819.156,386137.845000001,69969,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T7,6381,1,A1101,808/275,T7,
430814.063,386142.277000001,69970,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T9,6381,1,A1102,808/275,T9,
430819.024,386145.981000001,69971,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T10,6381,1,A1103,808/275,T10,
432244.35,383917.699999999,69972,1953,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/189        : T15,6202,1,A895,808/189,T15,
432257.774,383908.93,69973,1953,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/189        : T16,6202,1,A896,808/189,T16,
432249.72,383906.244999999,69974,1953,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/189        : T17,6202,1,A897,808/189,T17,
433155.928,393849.870999999,69975,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T3,6202,1,A898,808/86,T3,
433159.681,393850.079,69976,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T3,6202,1,A899,808/86,T3,
433164.06,393850.495999999,69977,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T3,6202,1,A900,808/86,T3,
433176.155,393859.672,69978,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T3,6202,1,A901,808/86,T3,
433158.013,393857.795,69979,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T3,6202,1,A902,808/86,T3,
433159.473,393861.34,69980,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T2,6202,1,A903,808/86,T2,
433165.52,393861.34,69981,1804,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/86          : T2,6202,1,A904,808/86,T2,
431882.813,381493.305,69982,1949,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/173        :,6202,1,A905,808/173,,
435915.573,381723.174000001,69983,1937,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/175        : T1,6202,1,A906,808/175,T1,
433448.382,383661.800000001,69984,1943,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/178        : T2,6202,1,A907,808/178,T2,
435268.222,383838.130000001,69985,1946,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/164        : T1,6202,1,A908,808/164,T1,
435128.214,383198.505999999,69986,1954,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/190        : T2,6202,1,A909,808/190,T2,
435128.564,383202.357000001,69987,1954,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/190        : T1,6202,1,A910,808/190,T1,
435111.408,383170.775,69988,1954,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/190        : T3,6202,1,A911,808/190,T3,
442556.1337,381376.341,69989,1958,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/193        : T1,6202,1,A912,808/193,T1,
435145.1,396559.779999999,69990,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6202,1,A913,808/17,T1,
435155.797,396560.799000001,69991,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6202,1,A914,808/17,T1,
435109.445,396568.268999999,69992,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6203,1,A915,808/17,T1,
435066.658,396565.213,69993,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6203,1,A916,808/17,T1,
435068.865,396554.856000001,69994,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6203,1,A917,808/17,T1,
435038.642,396554.005999999,69995,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6203,1,A918,808/17,T1,
435028.625,396552.648,69996,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T9,6203,1,A919,808/17,T9,
435016.909,396551.628,69997,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T7,6203,1,A920,808/17,T7,
435027.266,396561.816,69998,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T1,6203,1,A921,808/17,T1,
435014.702,396559.778000001,69999,1964,3b,Town and,1971,60 & 61,Tree Preservation Orde,TPO No. 808/17          : T8,6203,1,A922,808/17,T8,
441941.325,383563.492000001,70000,7360,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/239        :,6203,1,A923,808/239,,
441927.128,383562.215,70001,7360,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/239        :,6203,1,A924,808/239,,
441912.922,383579.468,70002,7360,3b,Town and,1990,201,Tree Preservation Orde,TPO No. 808/239        :,6203,1,A925,808/239,,
432105.7,379991.0,70003,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T8,0,0,A1234,808/395,T8,
432115.2,379990.800000001,70004,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T9,0,0,A1235,808/395,T9,
432126.8423,379983.0506,70005,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T10,0,0,A1236,808/395,T10,
432141.7,379977.4,70006,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T11,0,0,A1237,808/395,T11,
432143.9741,379977.428200001,70007,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T13,0,0,A1238,808/395,T13,
432144.9001,379977.7589,70008,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T14,0,0,A1239,808/395,T14,
432141.5267,379982.521500001,70009,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T12,0,0,A1240,808/395,T12,
432147.5459,379982.6537,70010,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T15,0,0,A1241,808/395,T15,
432156.9,379982.1,70011,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T16,0,0,A1242,808/395,T16,
432185.5137,379997.8673,70012,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T17,0,0,A1243,808/395,T17,
432188.1596,379998.991800001,70013,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T18,0,0,A1244,808/395,T18,
432190.03,380000.0,70014,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T19,0,0,A1245,808/395,T19,
432210.65,380006.25,70015,0, ,TOWN AND,2014, ,TREE PRESERVATION ORDE,TPO No. 808/395 T20,0,0,A1246A,808/395,T20,
432039.4431,381454.270199999,70016,0, ,TOWN,2014, ,TREE PRESERVATION ORDE,TPO No. 808/397 T4,0,0,A1247,808/397,T4,
432041.4936,381456.6514,70017,0, ,TOWN,2014, ,TREE PRESERVATION ORDE,TPO No. 808/397 T3,0,0, A1248,808/397,T3,
432042.7078,381454.395,70018,0, ,TOWN,2014, ,TREE PRESERVATION ORDE,TPO No. 808/397 T5,0,0,A1249,808/397,T5,
433528.9047,386948.3025,70019,0, ,TOWN,2014, ,TREE PRESERVATION ORDE,TPO No. 808/396 T1,0,0,A1250,808/396,T1,
430817.966,386151.471000001,70020,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T11,6381,1,A1104,808/275,T11,
430817.503,386158.681,70021,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T12,6381,1,A1105,808/275,T12,
430820.413,386165.427999999,70022,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T13,6381,1,A1106,808/275,T13,
430772.656,386158.812999999,70023,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        :,6381,1,A1107,808/275,,
430780.263,386153.455,70024,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T14,6381,1,A1108,808/275,T14,
430782.842,386152.528999999,70025,10143,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/275        : T15,6381,1,A1109,808/275,T15,
433499.339,393449.028999999,70026,10189,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/276        : T5,6409,1,A1110,808/276,T5,
433502.592,393448.415999999,70027,10189,3b,Town and,1990,201 and 203, ,TPO No. 808/276        : T4,6409,1,A1111,808/276,T4,
433505.797,393445.069,70028,10189,3b,Town and,1990,201 and 203, ,TPO No. 808/276        : T3,6409,1,A1112,808/276,T3,
433508.579,393440.213,70029,10189,3b,Town and,1990,201 and 203, ,TPO No. 808/276        : T2,6409,1,A1113,808/276,T2,
433511.926,393434.698000001,70030,10189,3b,Town and,1990,201 and 203, ,TPO No. 808/276        : T1,6409,1,A1114,808/276,T1,
439846.91,385666.016000001,70031,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T46,6411,1,A1115,808/277,T46,
439850.129,385669.414000001,70032,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T45,6411,1,A1116,808/277,T45,
439854.064,385673.17,70033,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T44,6411,1,A1117,808/277,T44,
439856.747,385677.463,70034,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T43,6411,1,A1118,808/277,T43,
439878.389,385651.171,70035,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T42,6411,1,A1119,808/277,T42,
439878.21,385642.764,70036,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T41,6411,1,A1120,808/277,T41,
439879.283,385634.179,70037,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T40,6412,1,A1121,808/277,T40,
440007.525,385671.918,70038,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T73,6412,1,A1122,808/277,T73,
440026.305,385680.682,70039,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T72,6412,1,A1123,808/277,T72,
440006.809,385689.804,70040,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T68,6412,1,A1124,808/277,T68,
440067.8,385699.284,70041,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T70,6412,1,A1125,808/277,T70,
440053.849,385758.843,70042,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T60,6412,1,A1126,808/277,T60,
440057.248,385766.176999999,70043,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T59,6412,1,A1127,808/277,T59,
440061.361,385772.794,70044,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T56,6412,1,A1128,808/277,T56,
440057.784,385776.908,70045,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T57,6412,1,A1129,808/277,T57,
440045.085,385799.623,70046,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T53,6412,1,A1130,808/277,T53,
440051.166,385796.762,70047,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T55,6412,1,A1131,808/277,T55,
440043.654,385791.396,70048,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T54,6412,1,A1132,808/277,T54,
440002.159,385755.266000001,70049,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T61,6412,1,A1133,808/277,T61,
440005.557,385745.966,70050,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T62,6412,1,A1134,808/277,T62,
439979.086,385725.218,70051,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T67,6412,1,A1135,808/277,T67,
439982.842,385720.568,70052,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T66,6412,1,A1136,808/277,T66,
439988.566,385717.169,70053,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T64,6412,1,A1137,808/277,T64,
439905.039,385801.591,70054,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T48,6412,1,A1138,808/277,T48,
439901.998,385793.721000001,70055,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T49,6412,1,A1139,808/277,T49,
439903.25,385809.103,70056,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T47,6412,1,A1140,808/277,T47,
439896.811,385790.858999999,70057,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T51,6412,1,A1141,808/277,T51,
439903.608,385768.859999999,70058,10210,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/277        : T52,6412,1,A1142,808/277,T52,
438462.41,383006.618000001,70059,10213,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/278        : T3,6412,1,A1143,808/278,T3,
438469.984,383004.374,70060,10213,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/278        : T2,6412,1,A1144,808/278,T2,
438481.344,383001.429,70061,10213,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/278        : T1,6412,1,A1145,808/278,T1,
438459.465,382996.800000001,70062,10213,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/278        : T6,6412,1,A1146,808/278,T6,
438468.02,382996.52,70063,10213,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/278        : T5,6412,1,A1147,808/278,T5,
438475.734,382994.556,70064,10213,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/278        : T4,6412,1,A1148,808/278,T4,
443691.626,383797.907,70065,10217,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/282        :,6412,1,A1149,808/282,,
428003.011,390178.738,70066,10219,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/279        : T1,6412,1,A1150,808/279,T1,
432872.918,380188.454,70067,10225,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/281        : T5,6412,1,A1151,808/281,T5,
432908.486,380195.411,70068,10225,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/281        : T4,6412,1,A1152,808/281,T4,
432917.575,380196.981000001,70069,10225,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/281        : T3,6412,1,A1153,808/281,T3,
432937.659,380202.704,70070,10225,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/281        : T2,6412,1,A1154,808/281,T2,
432981.305,380193.165999999,70071,10225,3b,Town and,1990,198 & 201,Tree Preservation Orde,TPO No. 808/281        : T1,6412,1,A1155,808/281,T1,
431007.257,379357.398,70072,10227,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/280        : T1,6412,1,A1156,808/280,T1,
430430.233,389025.310000001,70073,10339,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/286        : T4,6464,1,A1157,808/286,T4,
430427.288,389009.602,70074,10339,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/286        : T1,6464,1,A1158,808/286,T1,
430428.69,389003.01,70075,10339,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/286        : T2,6464,1,A1159,808/286,T2,
430467.821,389010.163000001,70076,10339,3b,TOWN AND,1990,"198,201 AND",TREE PRESERVATION ORDE,TPO No. 808/286        : T3,6464,1,A1160,808/286,T3,
441437.833,384727.189999999,70077,10394,3b,TOWN AND,1990,"198,201 AND",TPO NOT CONFIRMED,TPO No. 808/289        : T1,6513,1,A1161,808/289,T1,
428993.1907,385370.1987,70078,0, ,TOWN AND,1990, , ,TPO No. 808/40a  : T1,0,0,A1164,808/40,T1,a
432037.6059,381414.3465,70079,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO 808/387 : T1,0,0,A1165,808/387,T1,
431979.609,381317.078299999,70080,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO 808/387 : T2,0,0,A1166,808/387,T2,
431972.0669,381318.378599999,70081,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO 808/387 : T3,0,0,A1167,808/387,T3,
431965.3049,381319.679,70082,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO 808/387 : T4,0,0,A1168,808/387,T4,
431956.7224,381320.9794,70083,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO 808/387 : T5,0,0,A1169,808/387,T5,
433578.615,393889.796,70084,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T1,0,0,A1170,808/388,T1,
433578.615,393882.2796,70085,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T2,0,0,A1171,808/388,T2,
433578.9418,393874.7632,70086,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T3,0,0,A1172,808/388,T3,
433578.9418,393867.2467,70087,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T4,0,0,A1173,808/388,T4,
433579.9222,393850.5799,70088,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T5,0,0,A1174,808/388,T5,
433581.5562,393837.8346,70089,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T6,0,0,A1175,808/388,T6,
433583.517,393829.011,70090,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T7,0,0,A1176,808/388,T7,
433585.8046,393821.1677,70091,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T8,0,0,A1177,808/388,T8,
433588.4191,393812.6709,70092,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T9,0,0,A1178,808/388,T9,
433590.7067,393802.866800001,70093,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T10,0,0,A1179,808/388,T10,
433594.3015,393796.330800001,70094,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T11,0,0,A1180,808/388,T11,
433596.9159,393788.160800001,70095,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T12,0,0,A1181,808/388,T12,
433601.4911,393775.0887,70096,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T13,0,0,A1182,808/388,T13,
433620.4456,393717.571699999,70097,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T14,0,0,A1183,808/388,T14,
433623.7136,393709.4016,70098,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T15,0,0,A1184,808/388,T15,
433626.6548,393701.5584,70099,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T16,0,0,A1185,808/388,T16,
433629.596,393695.022399999,70100,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T17,0,0,A1186,808/388,T17,
433631.5569,393687.179099999,70101,0, ,TOWN AND,1990, ,TREE PRESERVATION ORDE,TPO No. 808/388 T18,0,0,A1187,808/388,T18,
