objectid,length,pipe_shp,height,material,us_depth,ds_depth,us_east,us_north,ds_east,ds_north,width,type,us_invert,ds_invert,comments,unique_id,site_name,developer,st_lengthshape
1,116.2957173, ,0, ,0,0,429004.583687,388837.25109,429114.014852,388896.881613, ,Ditch,0,0, ,SCC/SuDS/Link/00001,"The Brickworks, Stopes Road",Avant Homes,163.545969911594
