objectid,site_name,alias_name,site_type,globalid,created_user,created_date,last_edited_user,last_edited_date,shape_Length,shape_Area
375,Buck Wood,,Woodland,{BC16976B-8AA1-4E68-912C-2FF9EF292536},,,,,1852.61368962239,91925.4122205593
376,Jaunty Park,,Park,{3A8C3C6A-F1FE-4ADE-AF42-89EDF2F231C8},,,,,2799.58280116986,181131.246970563
377,Hollinsend Recreation Ground,,Park,{F9DA3E52-E658-45DF-8D98-197F9A7628A6},,,,,1260.08349504242,66793.8425673859
378,Herdings Park,,Park,{B598E9AD-5D03-46FC-B6F1-B08EE2F5D2EB},,,,,919.549044288273,49102.1131390165
379,Summerhouse Wood,,Woodland,{48B2A11F-8911-4D1D-9190-8CDCD53F2AFC},,,,,1577.00494091912,51418.5358133773
380,Lowedges Road Open Space,,Open Space,{4E82246E-B834-4BAE-B38B-E8AAB2FA022B},,,,,381.850789531116,5853.40945936333
381,Becket Avenue,,Open Space,{08CC7F02-F780-43C3-A14C-9F08E0D8CE6F},,,,,175.327834003273,1727.98916100414
382,Lowedges Crescent Road,,Open Space,{EBF7E0A9-A3C6-49BE-A922-0856EBCDDE86},,,,,220.218691821734,3133.96819159843
383,Lupton Road,,Open Space,{BF0CB4C4-3966-467E-8527-BCB410F6B4FD},,,,,505.448674372814,9568.23601893591
384,Batemoor Road Open Space,,Open Space,{3D59C032-FBAE-4E3B-94ED-0C59F4E266F2},,,,,771.716635925147,22139.1679842081
385,Abbey Lane,,Open Space,{93D92EA5-5448-497B-BAA5-2B11AC3A0CA9},,,,,688.973474872475,14223.6499835993
386,Herdings Wood, ,Woodland,{3E97BA2F-F03E-4CCB-ADB0-77631928B52A},,,,,2016.26566124026,27524.3228748322
387,Lees Hall Wood, ,Woodland,{0CB9742A-1694-4E35-AED7-5F1742E2898C},,,,,2833.62034516572,156134.143320187
388,Ladies Spring Wood, ,Woodland,{5009BAD9-A284-4185-8CA3-B618453AD0AA},,,,,3638.28433873618,146476.407643051
389,Beauchief Golf Course,,Golf Course,{92FC7263-AED3-4CF7-A477-98F3E41D3957},,,,,4380.99216450391,393216.709775864
390,Dowey Lumb , ,Woodland,{43A89FF1-D6E1-4AC7-B278-1372ED679057},,,,,707.73715181566,18910.8770918593
391,Bridle Road Wood, ,Woodland,{3425D22D-954D-43B5-BC65-4504E26FA2B6},,,,,670.886157337597,9550.22352202083
392,Newfield Spring Wood, ,Woodland,{EF3D235C-3863-4A9C-A9E1-A8FBB023253E},,,,,3559.80586840338,65588.0316420485
393,Chancet Wood Open Space,,Open Space,{267D95D4-4DAC-4891-A2E1-AEE266BBC41C},,,,,1125.76688762153,32345.7553092645
394,Bocking Lane Garden,,Garden,{C5F63484-AD50-4621-922A-E9531B42B407},,,,,298.817269122571,4338.22672347083
395,Graves Park,,Park,{845041C8-6920-42BF-8221-70168D6C736C},,,,,4797.21082455335,869852.30109751
396,Ridgeway Road Memorial,,Open Space,{DFEF2DE2-407F-4D6D-8C5A-2A932AA58A7B},,,,,218.105170177553,2462.72283513425
397,Seagrave Road Open Space,,Open Space,{DD5B4DA9-727D-4220-89A2-37BF702E850E},,,,,478.854453050457,8713.6249969056
398,Carson Mount,,Open Space,{1D217D4D-0FDD-4A85-B769-AD07FAB569C5},,,,,452.183940685067,2418.13223314979
399,Gleadless Common Playing Fields,Myrtle Springs Football Pitches,Park,{F3E0225E-0FD5-4B1F-9BDA-48F795D361E6},,,,,1740.66921569208,67293.5939180642
400,Bowman Drive,Bowman Close,Playing Field,{B1423462-D8BF-42CF-A9FB-CEAE284371C2},,,,,509.783157588711,7429.27980643088
401,Briarfield Crescent,,Open Space,{42F45196-0814-4B5F-8AA6-552B5DCE5EB3},,,,,201.162825521064,849.652369643173
402,Hurlfield Quarry,,Open Space,{C113FAC5-9060-4C8C-B030-9927593E1F07},,,,,681.856396205997,17649.135289642
403,Herdings Park Highway Verge,,Open Space,{C86A7443-960D-4AA6-9D12-1317D8C8814E},,,,,283.338097043018,2240.09034707542
404,Crystal Peaks Meadows,,Open Space,{7997F677-8D2B-49D7-85F4-825A89CEE3FF},,,,,467.663343404961,12990.0924716624
405,Woodseats Allotments,,Allotments,{94F32A83-8798-498D-BEDE-1FD992DC1552},,,,,976.514862134877,54372.6847470336
406,Marriot Wood, ,Woodland,{25BC0EF3-BC3A-43AA-9570-9A89734AD9BE},,,,,740.098841265122,19741.8692326972
407,Park Bank Wood, ,Woodland,{85F3CA88-AD19-4375-8869-AB94CDE494A4},,,,,1728.44249799532,79301.5361862826
408,Leeshall Playing Field,,Open Space,{CAEB1D7F-7595-4B66-B4F1-D02BB9810EE3},,,,,883.851739808213,33126.8375186879
409,Norton Nursery,,Depot,{DC723EEF-2710-4748-B74B-7528B069726E},,,,,858.390692307164,32735.3763167798
410,Lords Seat Wood, ,Woodland,{C60D9226-4EAC-4F5E-A4F1-BA2039F0E236},,,,,1964.98745278482,160678.867940503
411,Hollinsend Allotments,,Allotments,{07C5770A-EC1F-4D71-B455-7F7DDDB340E8},,,,,512.486123080382,8850.99228495576
412,Heeley Common Allotments,,Allotments,{E770F2F7-8D8F-42F2-93A0-6ABB104C0F59},,,,,497.267367014387,9458.99907154943
413,East Glade Way Area,,Open Space,{2A6625A3-4116-4DAC-8C4F-1CEE09739C9C},,,,,670.902481871332,16177.5657290754
414,Edenthorpe Grove Playground,,Playgrounds,{8B2BC4EE-A861-47A0-9F79-C520D0E5B228},,,,,48.0362987312776,162.643078697153
415,Revill Lane Open Space,,Open Space,{EF6FFCB6-5E71-4F08-BD0D-BF39EF839080},,,,,601.836544899192,12800.0885163375
416,Richmond Allotments,,Allotments,{3B606B16-528D-4EA1-8F71-EF737173033D},,,,,209.368674276161,2704.80184177721
417,Smelter Wood,,Woodland,{1A4C3999-02DB-4DB8-AB45-13914E52B27E},,,,,1429.22984406588,26573.2704042626
418,Jackey Bank Allotment Woodlands,,Woodland,{50F0615D-9636-4F90-A725-336259B01912},,,,,661.064936624651,18201.001274879
419,Richmond Park,,Park,{4C12BC1E-472E-432D-B3BF-DE3E3D60B1DC},,,,,2909.0493416957,260593.519766429
420,Woodhouse Washlands Nature Reserve,,Open Space,{0D2062A5-965D-428D-9A9A-F985355E4D54},,,,,5866.05191732692,564006.258477341
421,Farmfields Close,,Open Space,{A00C6229-4E66-41E6-A24B-2D56865BAB10},,,,,411.615484823514,8222.59647418575
422,Fox Lane Playing Field,,Sports Site,{C5A0017D-3F50-4E6A-A10F-4D08EA20B1CE},,,,,1810.44939829718,131880.614883665
423,Frecheville Pond/Community Centre,,Park,{79EAEC3A-361F-469B-8901-4607665EEA67},,,,,610.883916811056,16301.849348439
424,Grange Road ,,Open Space,{7B90191E-A4CC-425A-B153-5F3847B02884},,,,,539.973950811284,12529.9353995689
425,Grizedale Avenue,,Open Space,{0F292D6F-ED08-4712-B256-E7F83FC46F2D},,,,,173.817928810621,920.790571563552
426,Grizedale Walk,,Open Space,{83E1BC0F-6363-44AD-902F-9B5CDAFE896C},,,,,189.084778672426,1671.92478432932
427,Rose Hill Avenue,,Open Space,{4B19C279-4BD1-4E53-BF7B-4F43C120DBA1},,,,,445.921658596502,3535.46875336522
428,Shire Brook Valley,,Natural/Semi_Natural Green Space,{ABACF806-9399-4003-945A-C066879C6E4D},,,,,6896.78964932341,1132934.47218777
429,Ferncroft Avenue Allotments,,Allotments,{56231502-FA21-4C8F-9C86-867AFCCA355B},,,,,194.286302873896,1551.30203250175
430,Junction Road Allotments,,Allotments,{5EF70F80-D542-4892-B37C-88F93E0D0C46},,,,,140.363847763855,1285.31532898895
431,Mosborough Old Nursery, ,Woodland,{72AAE60E-C0F7-4F58-99E6-7C4CED96FA91},,,,,1155.09100844764,34371.8531591559
432,Dyke Vale Open Space,,Open Space,{48609287-E29D-44E8-89B7-4E436E78A978},,,,,414.849779275849,9628.89813877597
433,Lundwood Open Space,,Open Space,{90271AD0-851D-4892-ABB1-6837EF171FCA},,,,,864.350018035555,10434.370067539
434,Seagrave/Lister Crescent,,Open Space,{FF3CF02F-38AB-43B7-A64C-4B2DA9303357},,,,,325.125018910624,3242.60298651628
435,Hayes Drive,,Open Space,{26E32074-B804-41B4-8330-EFD5A80C4E68},,,,,203.234105141927,1936.42585943891
436,Arms Park Drive,,Open Space,{2EA1DF4D-523F-4F21-96B9-D05DEF975D1A},,,,,99.2200504013642,374.803485537133
437,Armstead Road,,Open Space,{C6F38B59-81AC-4EC8-8A3C-A03BE26517A4},,,,,45.4052949160687,118.719582497854
438,Beaver Hill Recreation Ground, ,Open Space,{B9DA39DD-F254-400F-B9F6-119636E9EED7},,,,,760.833285248556,25347.3101615822
439,Beighton Sports Ground,,Sports Site,{02C84C44-4206-40B2-85F1-25E6D9666867},,,,,849.726343820971,30701.9694246802
440,Birley Spa Lane ,Rainbow Park,Open Space,{6BCBBFA1-0119-4F09-8538-F0DF9A5993C2},,,,,666.910623884836,12919.0326511839
441,Waterfall Wood,,Woodland,{F6041C0C-EE47-433B-8C24-CED17266E88D},,,,,915.511955847928,32015.2572834674
442,Cobnar Wood,,Woodland,{9FC44471-713B-4013-9CB7-610FC30FD50D},,,,,3356.36958749415,145817.869281344
443,Bridle Stile,,Open Space,{36E78833-ABCA-4360-B125-E507EBADA609},,,,,219.189009389808,2358.47606847567
444,Cairns Road ,,Open Space,{6E38BDC4-C5ED-4310-9A18-C01AFC85A8F4},,,,,225.35949431146,2858.01624297425
445,Cardwell Drive Open Space,,Open Space,{59FA31FB-47E4-4C6C-BD56-3A5B7BE9A16F},,,,,327.120799228124,5184.94024592778
446,Church Lane,,Open Space,{DBEDC8EC-992F-412D-AECA-C9CA77BD0E68},,,,,516.061515233511,15288.7041739982
447,High Street/Hillside,,Open Space,{E55EA56A-0336-414D-910E-88B35BCDAC68},,,,,208.886709584941,1989.04154265212
448,High Street Open Space,,Open Space,{81150B88-C4CD-41C9-9D08-853E46DA57E1},,,,,565.426164658187,14069.5285314524
449,John Hibbard Avenue,,Open Space,{E74673C5-26FC-4FB7-AE3E-2361CD3E2A80},,,,,279.544997996235,4299.74392045369
450,Birley Moor Drive Allotments,,Allotments,{44C704AA-88A1-436C-A5D2-C7BD828D7AD6},,,,,358.057975732017,2872.76597112504
451,Birley Moor Way Allotments,,Allotments,{D328D608-E8E2-4489-9471-631589A31FE6},,,,,255.198172647204,2050.10775448816
452,Elm Crescent Allotments,,Allotments,{7D81C331-528C-4A3B-8987-BA6929E8065C},,,,,283.219501796584,4201.33177805637
453,Lamb Croft Municipal Allotments,,Allotments,{24109CC0-30C4-45F3-8794-64E620D82388},,,,,517.625021850219,10587.6415156455
454,Reignhead Farm Allotments,,Allotments,{33F511DA-8CB0-4772-A979-E93C220A285F},,,,,643.67323891179,8378.35817593288
455,Shirtcliff Wood, ,Woodland,{41A6A3F2-95FD-4AE6-BB05-87EFCD38A115},,,,,2032.40314929712,114019.256318055
456,Victoria Road Allotments,,Allotments,{C3E46C89-0567-4A6C-9722-5FE0FC245313},,,,,802.455059979914,20986.1211984057
457,Westwood CP Wood, ,Woodland,{1D618C64-44A8-444B-9376-42FE413CFF68},,,,,1875.11408619264,55777.4644184811
458,Thorncliffe Wood, ,Woodland,{9C4A8C3C-5E75-48A1-B34F-40DFE064F8F4},,,,,2238.07756088288,141766.255678698
