objectid,routecode,status_text,globalid
27410,SHE/201B,Footpath,{167EA881-DBAF-40AA-AEC3-BEB2826D93EB}
27411,SHE/206,Footpath,{EF6F63A5-A07B-4B47-A91B-EDAFB0D4230D}
27412,SHE/657,Footpath,{D949589A-7716-4AE5-A38B-B3B0C24E1154}
27413,BEI/62,Footpath,{0A40B0F2-309F-4CFF-8684-FCA7D7F6814B}
27414,SHE/563,Footpath,{583EFBD0-BD5B-4C90-86BE-2BE430BFB9BF}
27415,SHE/293,Footpath,{A0BCF50D-7A8C-4A70-A21F-6A9BEF811980}
27416,SHE/161,Footpath,{D35478B9-E9EE-4830-98D4-EA7E3AC7C52C}
27417,SHE/654,Footpath,{FB98526D-757C-4F9F-9366-5EF4C00D4E2F}
27418,SHE/655,Footpath,{9B0B1024-E85F-4425-AE99-4AD230639B61}
27419,SHE/656,Footpath,{2944D798-B02B-4A8B-9D5F-1CAD14D7E1F4}
27420,SHE/PERMFP/6,Permissive Footpath,{8F8CF15D-2BBF-4802-974B-11152D038A85}
27421,ECC/60c,Footpath,{F28CA929-7E79-4B52-972F-4D64498E338E}
27422,ECC/60b,Bridleway,{2AD98A18-CF93-43A6-B5DA-CDE805B83B9C}
27423,STO/75,Restricted Byway,{A27433C5-C4D4-4A55-922B-FC8A310389EB}
27424,SHE/PERMFP/5,Permissive Footpath,{A0833B95-B2E8-4D8F-BED9-1B45A1A27061}
27425,BEI/76,Footpath,{17E5F08A-E30F-43E3-9CC4-CA16A166E7F1}
27427,STO/66,Footpath,{9FA05061-3AFC-4EE1-B9E1-D951437CDB52}
27428,SHE/488,Bridleway,{8BF18FA8-88F2-4A24-9DAF-868227E1384B}
27429,ECC/97F,Footpath,{2CF723D0-CA75-4EF7-8625-E334243BDB11}
27430,BRA/30B,Footpath,{B07C7F45-454B-4394-944F-183CD28D3189}
27431,SHE/438,Footpath,{40D729B4-792B-4BB6-8692-15D07E779D1C}
27432,SHE/232,Footpath,{A51BD04E-F339-4D4C-B96A-6429FB82D709}
27433,SHE/471,Footpath,{40942E6D-69DA-4D49-A328-0C5240F50192}
27434,BRA/53,Footpath,{9E838753-E1C1-4AF3-BB9D-12161C24E144}
27435,STO/29,Footpath,{80FF3CFB-F756-4520-99DB-9B06D583F322}
27436,ECC/88,Footpath,{3B79AE39-75D9-4E3A-9E8C-A20B660A358A}
27437,SHE/PERMFP/13,Permissive Footpath,{A34A6693-CEE5-4F1C-897E-BA03A483DE0A}
27438,BEI/42B,Footpath,{04425AAD-4128-45F1-B869-6F639AFD8182}
27439,ECK/84,Footpath,{CB2CA117-9B82-40C5-810F-27D2CF701942}
27440,ECK/89,Footpath,{E8A405D3-F7DD-466F-A12B-9938522C2710}
27441,ECK/88,Footpath,{11D63A0C-E16C-4AF4-ACEF-46B7B0DCDD38}
27442,ECK/60,Footpath,{54E9B49A-BC24-46A8-85E8-73954B0CE217}
27443,ECC/146,Bridleway,{CC33597B-6499-4185-B18C-B0F9916E49BC}
27444,ECK/185,Restricted Byway,{46778348-4CA8-439A-ACDF-D60A2D87B6A1}
27445,SHE/109,Footpath,{28E02346-AF76-448B-BBDF-FCD32149D884}
27446,SHE/201a,Bridleway,{015DEEB6-85C0-4E6B-ACA3-F60153D5A1E7}
27447,SHE/510,Footpath,{808AE367-488C-4583-B968-345A287BF1D2}
27448,SHE/154,Footpath,{BE7D8CBC-D5A2-41C8-88F4-266E079399B8}
27449,BRA/222,Footpath,{16F3DAAA-E774-4808-B909-840CF9E1EBBF}
27450,SHE/423,Footpath,{F9B78153-F33F-4A14-B7C4-0F4DC39141BD}
27451,SHE/586,Bridleway,{855E1351-63AA-4085-8347-A6641CFE20A3}
27452,SHE/566,Footpath,{B8985ED8-8628-42C3-A5DA-E070ECD9F42E}
27453,SHE/659,Bridleway,{8FB1D02C-A8BB-4E72-9080-7101B6568220}
27454,SHE/70,Footpath,{7119C51D-1F1F-4587-8FAB-F81C8C778850}
27455,SHE/PERMBW/15,Permissive Bridleway,{ADE91C9E-5643-4985-837D-31DB38B2344C}
27456,SHE/108,Footpath,{F2E47088-13AF-45B8-A2D4-750184675C6B}
27457,SHE/182,Bridleway,{F852D61D-7D49-426E-B3F5-2216B8F1A980}
27458,SHE/150,Footpath,{DCA9FAFF-B46C-4979-ADBC-48F3C1552692}
27459,ECK/187,Footpath,{D10CED92-EC7B-4B8B-BD75-AFCC9CC3CA44}
27460,SHE/329,Footpath,{28E918F9-653D-4B25-9BE8-3507ED8010D4}
27461,SHE/123,Footpath,{DF561B3F-ABB5-4D2B-B133-DD8CF0DF9DDD}
27462,SHE/163a,Bridleway,{35E58841-094C-4575-806E-4E6A17648D47}
27463,SHE/163b,Bridleway,{DC25C181-046F-44C0-B649-6BC6083AF0FE}
27464,BRA/61A,Footpath,{EEFB70E7-520A-41F3-AC14-5CA2DE967D7B}
27465,SHE/PERMBW/10,Permissive Bridleway,{A6815916-B276-49A1-92DB-2DE1CFAD9518}
27466,SHE/107,Footpath,{762481EB-70C7-4722-969C-C68E9A5B13C9}
27467,SHE/579,Bridleway,{242CF043-AE8C-45C5-ACA6-1358679D8FC5}
27468,SHE/PERMBW/11,Permissive Bridleway,{DCE57712-9471-47EA-80B6-62BCFC7BFC09}
27469,SHE/176,Footpath,{77134A79-1158-4B03-AD6F-73647013D8E9}
27470,SHE/174C,Footpath,{66606869-D5D8-46CC-8619-C493B2C5531D}
27471,SHE/54B,Bridleway,{F50604E3-9A30-414D-95EB-F8C5A0D31ED7}
27472,BRA/120,Footpath,{E4D37208-F71F-434E-9646-7FCD80D6D0EE}
27473,SHE/87,Footpath,{773D5D69-4F3E-4975-8386-D01009EF0B2E}
27474,SHE/436A,Footpath,{8F3E326D-88B6-432A-9979-DBBB5D93C83D}
27475,SHE/114,Footpath,{69200B9A-B77E-4BEB-978E-8C0AA24A90C9}
27476,SHE/54A,Footpath,{FA769625-D879-40C5-8B3D-7DE80CD966D5}
27477,BRA/224,Footpath,{34DEA71D-3C17-4003-9955-35A89398BA5B}
27478,BRA/150,Footpath,{8758870E-5A61-455E-B528-8A80ADF1B1A9}
27479,ECC/45,Footpath,{6F492EF5-1A84-4733-BBB3-160AB05B8423}
27480,ECC/49B,Footpath,{F372E3D6-D14E-4E83-A54A-BC0ACF32D548}
27481,ECC/50,Footpath,{59791757-7A24-41D9-916E-BF14BF533341}
27482,ECC/149,Bridleway,{6BC34D2E-ED6F-4C45-84B7-EAFB835E2F36}
27483,SHE/543,Bridleway,{27C37E51-2291-4606-B015-B513F1EBB53A}
27484,SHE/284,Footpath,{A901501E-B4BE-40AC-9EC4-8698E03F9DA5}
27485,SHE/358,Footpath,{9C6CE7F9-4269-4FB8-81BB-5CF51E208907}
27486,BRA/2019,Footpath,{A5DA601D-521A-4EF4-9D6C-949992F69D16}
27487,ECK/83,Footpath,{6EA70F87-DFD3-4D2F-BC22-97923A58A657}
27488,STO/12A,Footpath,{55DC244F-BF6D-4AFD-A658-9238D987A44C}
27489,STO/82,Bridleway,{F46956D4-6475-4FAA-8FC6-9A858BBCEA6A}
27490,ECC/2000,Footpath,{EC439F77-D085-4A87-B015-D2F894173E30}
27491,ECC/2001,Footpath,{AE7243E1-B933-4837-BA5C-73141C8F930F}
27492,ECC/2002,Footpath,{3A69A418-11E7-42AE-B5F4-D3D0B76B780B}
27493,ECC/2003,Footpath,{063093BA-9353-49FB-8A32-C8ACE1E7303E}
27494,SHE/411C,Footpath,{84372B49-0954-4020-A912-061ACE210DA5}
27495,BRA/221,Footpath,{F2E16551-4E71-457C-91F9-4975337EA4DF}
27496,BRA/188,Footpath,{7E1CEEBD-5D54-409C-8C03-86D7F519CFCA}
27497,BRA/161,Footpath,{D685F5D0-E8CF-4370-807F-5461E3E3A827}
27498,BRA/92,Footpath,{BF10E973-446C-4730-A5AE-54CBCC9CE6A6}
27499,SHE/208,Footpath,{391075D6-9F82-4D85-B0C5-5867B2B35415}
27500,SHE/660,Footpath,{512122A1-E35D-4BB0-84D1-76DBECC14384}
27501,SHE/640,Footpath,{BE6B6E25-A5EE-48B8-9B0D-603C67402B9B}
27502,SHE/218A,Footpath,{C20A4B4B-0508-4AFD-8FA9-964E5B83E37B}
27503,SHE/218B,Footpath,{FFC3413F-732A-449C-8140-5E24323D2AE0}
27504,STO/79,Footpath,{4B49BE06-A560-4D80-9847-904E700F5368}
27505,ECC/62,Footpath,{99973B7D-3DAB-4C2C-B953-A156C8D86521}
27506,BRA/56,Footpath,{814F497B-E601-476C-8F0B-7C47C8D8F8D7}
27507,SHE/359,Footpath,{1A12B70F-FAD9-4A9E-ADFD-0E6BBCD59EBA}
27508,ECK/176,Footpath,{0F2B4C0B-D9D5-473D-A9CE-A68EA8D4A14D}
27509,SHE/363,Footpath,{352FDD6A-96F2-47B8-866A-7B63921B6ACA}
27510,BRA/216,Footpath,{0542B12B-A95B-4DFE-B231-FEE1627ED765}
27511,BRA/217,Footpath,{C02D74B6-B4CA-491C-8848-D1B9184153FF}
27512,BRA/219,Footpath,{2A923AF3-A101-42CF-8B8D-803134067662}
27513,BRA/220,Footpath,{08BD4799-95E0-4A1F-91C7-5A0A6E8D84F7}
27514,BRA/128,Footpath,{E7FE9F5C-8D15-4E23-9521-08402D460C91}
27515,SHE/252,Bridleway,{E1869E06-9858-42A3-9401-BFC55AF47CD0}
27516,SHE/661,Footpath,{362206A9-FDD9-4A48-8DCE-268F81E97A1A}
27517,SHE/589,Footpath,{1D6B5369-DA3C-4867-AE3E-4C7F4F8E3F4F}
27518,SHE/619,Footpath,{1D2B498D-E32C-4BB2-8D19-5E22E84A5CA0}
27520,STO/51,Footpath,{B31DF2DC-74A3-4460-B9BB-D63CB1FC932E}
27521,STO/24,Footpath,{3D439B7A-093D-417E-83B6-678C6F8FB75A}
27522,STO/PERMFP/4,Permissive Footpath,{4B7677B7-CD31-4C93-853E-E262E05DBD04}
27523,STO/76,Footpath,{EAFAF99F-E7F0-4ABC-8F5E-D0D24A7C68F5}
27524,STO/35A,Footpath,{851D1A1E-9767-40EC-BA25-7DB2731D4658}
27525,STO/35B,Footpath,{5445F71F-6251-4DFA-8E31-ACA12782DBEA}
27526,STO/35C,Footpath,{9EEEB4F8-DE52-419B-B257-47D1355C424C}
27527,BRA/50,Bridleway,{32765CF3-D092-498B-9B50-A14E777E88A6}
27528,BRA/33,Footpath,{D0B53CE1-B718-436B-B39F-38E86637A16E}
27529,SHE/477,Bridleway,{85CC12FD-EE3B-4419-A921-FD2A3CBEB220}
27530,SHE/652,Footpath,{11A7CF85-0FCF-44A0-9FF4-98CDAF950325}
27531,SHE/653,Footpath,{E907F8D1-2AE3-4AEA-A5B3-32AEC8B4ED44}
27532,ECC/73,Footpath,{8A2ED6E7-1141-4BD7-8E23-A84257ED8849}
27533,SHE/575,Footpath,{E97AF8A8-C605-4375-ABD4-4FEA09E6E8CD}
27534,SHE/383B,Bridleway,{7575BF2E-B3F4-4A62-9565-88C8347E384E}
27535,ECC/99,Footpath,{E63DFB09-666F-4AAA-BE49-ECD5C098FEEF}
27536,SHE/383A,Footpath,{B245C948-D320-41A3-BD60-C67CDB895B9D}
27537,SHE/433,Footpath,{0ED035A0-6ACC-438A-98B1-0DDD4BB10972}
27538,SHE/461,Footpath,{B0A46512-7BE7-42F6-9F12-338992FD6987}
27539,SHE/374A,Footpath,{D6D839CF-B4C1-476D-BC98-71595052FAA1}
27540,BRA/122,Bridleway,{29C2AE67-BF7F-4089-B91C-5BAB6B20EC58}
27541,BEI/60,Footpath,{915C735C-3F2D-439D-A526-E53C01A9BCA6}
27542,SHE/374B,Footpath,{21AE78A8-B59F-40C1-A006-3F4336ACFD10}
27543,SHE/302,Footpath,{84106CE8-18F2-45A4-A703-01A84B84D4BD}
27544,SHE/367,Footpath,{BB526C29-11D3-48A0-B3D6-BC76A0F1AF3C}
27545,SHE/367,Footpath,{0D226285-3BEE-4EE1-83DA-D7C888154ACC}
27546,STO/8,Footpath,{5838C21B-D426-48A6-A8AA-32EC125E0F68}
27547,STO/1,Footpath,{591BBD06-BB75-4BDE-9E14-287C2E6A56DE}
27548,SHE/571,Footpath,{7A9B0A60-A49A-4CB8-93A3-CB8DCF1323C0}
27549,SHE/PERMBW/9,Permissive Bridleway,{2B3FD47B-DFF1-41E1-AA22-7759F83354FA}
27550,BRA/64,Footpath,{06438CD3-3512-4785-92C8-13DECEE27148}
27551,BRA/64,Footpath,{20F98668-8620-434A-8110-A87A16257CE3}
27552,SHE/616,Footpath,{439CBF82-57F2-43EB-AE50-2A67CF508632}
27553,ECC/60a,Footpath,{12D62A1A-715A-4422-9FA7-80A1C4ACDA2F}
27554,BRA/108,Footpath,{2FAB5250-2241-44E8-9DCB-41AC340A08E3}
27555,BRA/29B,Footpath,{FE7C53C1-F07F-487A-9CC6-A827FF501843}
27556,BRA/29A,Footpath,{9B3C4C99-B47A-4177-81C3-BA3A0951C40D}
27557,BRA/56A,Footpath,{FE37EBB3-64FB-4207-8060-9D3F934978B6}
27558,SHE/662,Footpath,{9ADEBB35-1CD9-4604-833B-8F3DDBE95369}
27559,SHE/663,Footpath,{C38A255B-1D5B-4972-92A0-1A0B44DAAB90}
27560,SHE/316,Byways open to all traffic,{B82A8778-D16B-44CF-AA9A-5935C0F9A79D}
27561,STO/34A,Footpath,{2B46B65D-1A06-4BFF-8CBE-73015FE0DFE3}
27562,SHE/664,Footpath,{83D0C69D-5B80-4BE3-9482-A1281C6340BA}
27563,BRA/34,Footpath,{5AAEFA72-2887-43E4-80F1-691E57168E53}
27564,BRA/31A,Footpath,{D8F03729-7CF6-42F7-A20B-D7FBA71743DD}
27565,BRA/228,Footpath,{E9245968-D3F3-46E7-AA1C-ED71D3949FF4}
27566,ECC/12,Footpath,{8B3942B1-97DA-47E7-8EEA-864C34E23671}
27567,SHE/666,Footpath,{96DB8BDE-C2EC-46BF-AC89-6471C30E4510}
27568,BRA/227,Bridleway,{CD4F1FA2-99E2-451A-B305-3861A739A693}
27569,BEI/6,Footpath,{0D18372B-E4B3-4AB1-B86E-CAA3E9402048}
27570,BEI/61,Footpath,{EB077E72-0E45-4D77-B8E1-93ACB9696719}
27571,BEI/59,Bridleway,{307652F3-03DA-4BF0-AB7F-691A681B2899}
27572,BRA/37B,Footpath,{D2D457BA-CC64-4458-B590-2A60EEDECAB0}
27573,BRA/34A,Footpath,{82B7EFFD-2C13-4346-8F38-653BC62CDEC6}
27574,BRA/225,Restricted Byway,{E51B40D2-C2D4-48F7-BA72-7E8B49CB61AD}
27575,BRA/205,Footpath,{069DCBA1-7D8C-426B-8E49-D25EF5B63E9B}
27576,BRA/153,Footpath,{9DB3DE53-5C3D-47E7-866E-C05640D5C3EC}
27577,SHE/683,Footpath,{3B4B3F80-C871-4DB2-8FB4-BCB7D409F294}
27578,SHE/667,Footpath,{7543F208-098F-4F03-B30D-BBC06E3AD95D}
27579,SHE/665,Bridleway,{9FAFFBD8-96FA-4E6D-8408-9D19AA8F5C6C}
27580,SHE/207,Footpath,{AADD6CD5-5A19-4F64-82FB-767E7DE32DA9}
27581,BRA/226,Restricted Byway,{447B231C-0BA3-478B-A54C-C9FD271BC9FE}
27582,SHE/204,Footpath,{416B1E17-47EB-4FDD-9C80-1559D305BD83}
27583,SHE/382,Bridleway,{EA1A312A-1CE6-4B08-8D16-596B54DF871A}
27584,SHE/380A,Bridleway,{D55B83DC-0527-4D6A-BE4C-60AB77A4DA0C}
27586,SHE/366a,Footpath,{30383BC3-B028-418F-9A43-FD2212B426A6}
27587,SHE/366B,Footpath,{C91D19AC-FF8B-402D-943F-8B6AB29F83E5}
27588,SHE/670,Footpath,{455706AC-1624-46E6-9CDD-519F85FE90B7}
27589,ECC/38A,Footpath,{26E2C92A-70F7-4D67-BF8E-AD40F7B0C85D}
27590,SHE/671,Footpath,{B3DD6DFA-538C-4795-96AA-19720BE65FF4}
27591,ECC/19A,Footpath,{E031F92E-0F34-40EF-87DC-6B357BE1B838}
27592,SHE/360,Footpath,{B340A51E-DD28-4E51-83E1-F95B1D37F5EC}
27593,ECC/163,Footpath,{DFB097D8-659A-46B2-B9AD-606E110448A7}
27594,SHE/271,Footpath,{86A1CB11-221F-4AA9-AE8D-2CC4C37AE2C4}
27597,SHE/365,Footpath,{D7A2C9D1-8FF5-48E8-BF2D-4BA9AB9F7293}
27598,STO/11A,Footpath,{8835B4AA-D5D8-417C-A965-EAF7881EEF52}
27599,STO/10,Footpath,{E19E0C4C-E234-4DF6-B075-8B0E7A272EBA}
27600,STO/11,Footpath,{89AA1C8D-1881-4EEB-AB60-2C6AF88E2CB9}
27601,SHE/180,Footpath,{038AD977-D969-4277-844B-4C69516ED18C}
27602,BEI/40,Footpath,{1FB5377C-E488-4902-91C9-34C9DEDD9969}
27603,BEI/41,Footpath,{6C44416E-2B3E-4312-BA45-64C749C984D3}
27604,BEI/42A,Footpath,{26ABFAF9-1651-417F-9B82-A7B53EF3B104}
27605,BEI/42C,Footpath,{49CC2C9E-1CA4-437C-9062-C51F3C695815}
27606,BEI/43A,Footpath,{D6CAB556-F941-465B-AE5C-DDD65ED805D4}
27607,BEI/43B,Footpath,{64190F6B-1A70-40F8-9761-CF844B995368}
27608,BEI/44A,Footpath,{7FA7F838-E3B3-4833-9214-488DA2667D2A}
27609,BEI/44B,Footpath,{9434A6BE-F6C5-4CDA-BD87-5C6FA2FB8A6D}
27610,BEI/45A,Footpath,{4819CB5C-A804-4AFD-A2FE-BEEBD430E80B}
27611,BEI/45B,Footpath,{7F205411-35DF-4C89-884C-FC8FF638BCE5}
27612,BEI/47,Footpath,{8A37C505-7036-4D86-A5D8-50847A1D43CF}
27613,BEI/49A,Footpath,{230B8260-02B6-4C89-AD6C-F0B046A8F06E}
27614,BEI/49B,Footpath,{34E06D91-64B0-4418-9F3F-FB8A9C434B1D}
27615,BEI/49C,Footpath,{AA42A993-3DF2-42FE-ADEC-4D364D8299D8}
27616,BEI/49D,Footpath,{B04175D5-BE92-41FD-BE54-EAC09078DBBD}
27617,BEI/49E,Footpath,{197560D5-2BC6-4036-847D-DB9F40EDC3A7}
27618,BEI/4A,Footpath,{E8ED4C93-B22B-4836-8209-92B93E1C84E2}
27619,BEI/4B,Footpath,{36C20B5E-371A-43A9-9CCD-30A5419EC02A}
27620,BEI/50,Footpath,{CBFE81B3-B5F6-4CE9-8897-59E9619AEB39}
27621,BEI/51,Footpath,{5107982A-5E8A-470F-9F43-6A5F0D66DDBC}
27622,BEI/53,Footpath,{E1BB7C9F-A1CD-492B-8D98-240A4B28786E}
27623,BEI/54,Footpath,{4BFBD426-AFD1-4BDE-BD9D-3B036C399AA1}
27624,BEI/55,Footpath,{6F470E60-3994-4B6A-9452-5F4D9B39BA8B}
27625,BEI/58,Footpath,{6F9CD350-6CF4-48E0-9603-93AEDC32E907}
27626,BEI/5A,Footpath,{A6DD53D5-7F15-4336-BBA4-FFE37D2C1DB5}
27627,BEI/5B,Footpath,{9B53EE3E-42DA-4E37-9FF0-8BC7F80EF1A0}
27628,BEI/63,Footpath,{63156EB8-7C6A-4DB5-8623-EC4FDAB459D0}
27629,BEI/64,Bridleway,{3073D99D-2AB3-4A6C-A99E-FC661E9AD470}
27630,BEI/65,Footpath,{F2A991B8-CB86-4468-85D5-700F12773480}
27631,BEI/66,Footpath,{53754624-5AB9-49FF-963F-5959CDA9FE23}
27632,BEI/67,Footpath,{6A52E457-9A52-4AA0-BD27-0A11A667FB0A}
27633,BEI/68,Footpath,{FA82A571-DCCD-4CF8-82B4-2D314BF17894}
27634,BEI/69,Footpath,{0F1EBEF1-70E3-4A4A-AB72-467F6A564C99}
27635,BEI/7,Footpath,{48C9795B-3E6E-4EF1-9025-DBE4FB70B9F8}
27636,BEI/70,Footpath,{3FDCAA76-674F-4A63-BDC8-015AAD3F9968}
27637,BEI/71,Footpath,{B114BA32-DB7E-4C2D-ACFF-0D84F9BC8B1C}
27638,BEI/72,Footpath,{770CD153-3392-43C4-BC50-A15EE3CAFF3D}
27639,BEI/73,Footpath,{6F2FD375-4F73-4C27-B2E5-5A7A6FDE654B}
27640,BEI/74,Footpath,{D6D02E0F-8A15-469F-96D4-CAC5478DD1DB}
27641,BEI/75,Footpath,{C497B576-7550-4027-8BFA-9FDF2614D55C}
27642,BEI/77,Bridleway,{BB7C1519-6E49-4844-A403-FF53FA7D75C3}
27643,BEI/78,Footpath,{88F17A6C-92FC-4E55-AD28-9163D8136754}
27644,BEI/79,Footpath,{E3119941-CDD8-4BA6-8FC4-BB2D2A1F02E0}
27645,BEI/80,Bridleway,{83C4227C-157B-47CE-94BC-FD40BE489835}
27646,BEI/81,Footpath,{A05B436C-05FC-4022-B14F-8410A2F21F92}
27647,BEI/82,Footpath,{1505E130-746E-4D3D-9BFA-48C2D8894C62}
27648,BEI/83,Footpath,{940D94F0-B95B-4601-9154-6A4D6E8EAD92}
27649,BEI/84,Bridleway,{ABE78ADC-A980-4B6D-8C17-94E176C64431}
27650,BEI/85,Footpath,{7F61F026-960D-4146-9EDA-851AE7FEB549}
27651,BEI/86,Footpath,{8479817B-CD1C-4F67-9811-2D69752B2013}
27652,BEI/87,Footpath,{97CC49AA-6334-4333-8B4C-DFB5CAD616F2}
27653,BEI/88,Footpath,{3C83CF77-4905-4B86-BCFE-9A33CB4062E1}
27654,BEI/89,Footpath,{EA352DD0-F5AE-4A13-9B1A-59D6C87C7D31}
27655,BEI/8A,Footpath,{A837C5E4-2A44-4316-9843-F0F3BD87F7D0}
27656,BEI/8B,Footpath,{5934A4C6-8761-42C4-A098-FEF1102C227B}
27657,BEI/9,Footpath,{8624B6AC-15F1-4EE9-AB24-D0155D09C67C}
27658,ECC/164,Bridleway,{8CDD65E9-DE99-4487-9980-5AD0573AC4EB}
27659,ECC/166,Footpath,{67F3442F-4D4F-487D-8453-A125BD60C296}
27660,BEI/90,Footpath,{8992DBC9-DE0F-4986-8F94-32F2E50974EF}
27661,BEI/91,Footpath,{7E77C2CA-62CA-420D-98D6-7C516EBF02BC}
27662,BEI/92,Footpath,{475F8863-E9F4-48A6-90F4-3D4812389C5D}
27663,BEI/93,Footpath,{A86E2FDF-F547-4039-90E6-497CA76B5BE6}
27664,BEI/94,Footpath,{D8613006-AEA9-4517-9C9C-55B7C98CCF64}
27672,BRA/1,Bridleway,{E8A0BB11-E485-4919-AE63-589B8CC64B61}
27673,BRA/10,Bridleway,{4689100C-A1E4-4141-9007-32C4DD73479A}
27674,BRA/100,Footpath,{11493A35-DF04-48C9-B36E-35E26985B896}
27675,BRA/101,Footpath,{97BF0AD1-8CEF-4845-9EC5-A84EEE2A593F}
27676,BRA/102,Footpath,{637E09C5-69BA-420F-8770-EF87F64765BD}
27677,BRA/105,Footpath,{6390312C-4593-4A9E-A815-F64E304A2469}
27678,BRA/106,Footpath,{23BD47BC-3A92-4E05-A438-6AA132145CDF}
27679,BRA/109,Footpath,{45D99056-7FCD-4CAE-B2FB-2850CDEEF180}
27680,BRA/11,Bridleway,{B0FBE384-8D9B-4EA9-B707-7BE34368019C}
27681,BRA/110,Footpath,{23964DE1-9822-40F4-9AB0-1312186E371F}
27682,BRA/111,Footpath,{2DDECC9E-B09C-43B4-A7FE-B2F85F1D4D82}
27683,BRA/112,Footpath,{B803E59E-FBE3-4D37-A106-17C79B0DD848}
27684,BRA/113,Footpath,{9FFAF4ED-E53B-4C32-86B8-99B9AE0FD150}
27685,BRA/114,Footpath,{F9189975-2B5B-45AA-A647-7B5E6AB18AC9}
29627,BRA/115,Footpath,{2896A840-2A40-4A59-A880-E5ADABF5FC8F}
29628,BRA/115A,Footpath,{BCC059B2-DD44-4D9C-81F7-125A310A9F37}
29629,BRA/116,Footpath,{C780C27E-5871-4E29-B6BD-1F5F7CFB2716}
29630,BRA/116A,Footpath,{3562CE41-C229-4F22-9703-86C37DAEEC0D}
29631,BRA/117,Footpath,{2D672C0F-2184-4B43-9CFF-3E01D08CDFE2}
29632,BRA/119,Footpath,{B82BFC59-5F0C-433F-9ECD-E9A1CABC2C6D}
29633,BRA/124,Bridleway,{103B36F0-6FAB-4387-B23C-BEE2B1D909E1}
29634,BRA/125,Footpath,{52A5F41E-82F7-4617-BBB3-E98CBF696004}
29635,BRA/125A,Footpath,{9B1A47FD-963D-41F6-8BAE-A439DD9D2B0D}
29636,BRA/126,Footpath,{A2211AAB-E2DD-4A99-A36E-46C83811C787}
29637,BRA/129,Footpath,{66485DE2-EEF2-4B49-B3E0-F9B412949A6F}
29638,BRA/13,Bridleway,{8C50811A-4C50-4E31-9BE5-F27B7D39C85D}
29639,BRA/130,Bridleway,{75A6E54A-453E-4AD5-9864-3C6ADA2BD688}
29640,BRA/131,Footpath,{2FC4E1E8-F69B-42F6-A7E7-796847106EDE}
29641,BRA/132,Footpath,{C9416CB3-AA3D-4830-A7AA-47905DEDB68F}
29642,BRA/133,Footpath,{AEA5A068-6CB0-4CDC-B149-04C4F0E5DEBA}
29643,BRA/134A,Bridleway,{0359987F-1FC2-4B07-8C8B-2C82A02CD71F}
29644,BRA/134B,Footpath,{44326485-9A6A-4867-89F1-A39C721D5F04}
29645,BRA/134C,Footpath,{867F07A9-9AF8-45CC-A3F8-81A7CE52CEB5}
29646,BRA/135,Footpath,{2495CE94-77AE-425D-A74E-4C458F125A4E}
29647,BRA/137,Byways open to all traffic,{B73A72B5-F71D-4596-9D51-AB92F884A4A0}
29648,BRA/138,Footpath,{A876BD80-C4E6-42F9-8CAC-0562CC80E880}
29649,BRA/139,Footpath,{BAA8BA50-31D4-40C3-83E2-900DD5E80EC5}
29650,BRA/14,Footpath,{4CD9A9F4-744F-4127-9206-C7FE97DC64B8}
29651,BRA/140,Footpath,{49BA3117-839E-40E1-B816-4D59FB36F2CB}
29652,BRA/141,Footpath,{F5C891F2-25A3-402E-B0A4-A13232297BD5}
29653,BRA/142A,Footpath,{1270CA1F-EDD2-4F54-96BF-545E19EDB225}
29654,BRA/142B,Footpath,{0946045B-40A2-4573-A145-78D6DBC44927}
29655,BRA/142C,Footpath,{1E999CA0-86C9-4C3C-8A1F-890EAAD9B47D}
29656,BRA/143,Footpath,{CB03B7E5-30E8-49AC-860E-17D6B0B1F5B5}
29657,BRA/144,Bridleway,{CEA92F5A-378F-491E-8CFD-D0AEAD40B305}
29658,BRA/145,Footpath,{9167390B-36A6-4619-A001-DE86D1D05FB2}
29659,BRA/146,Footpath,{E20C2C25-4CB8-44D1-8F84-8C69CF4D591F}
29660,BRA/147,Bridleway,{3C5A3160-5DAC-4D3E-9148-B98B3AA13886}
29661,BRA/148,Footpath,{0587D634-6ACE-4B27-9A2D-9AAE993C99F2}
29662,BRA/149,Footpath,{8258BDE3-0D59-48A0-ADF2-B9DEDFED3EFE}
29663,BRA/15,Footpath,{7225E78D-5ACE-49D3-8F64-3EEF1AAE4E58}
29664,BRA/151,Bridleway,{84555EBB-B1D1-4202-999B-F0548BF7EB21}
29665,BRA/152,Footpath,{1F272E2E-354C-4222-A154-811C8DCAA1A9}
29666,BRA/154,Footpath,{30DBF7DD-071F-4B9A-B375-FD3DE9992D18}
29667,BRA/155,Footpath,{F5818F5F-6BA0-4FDA-B251-8D7E7D88B8F6}
29668,BRA/156,Footpath,{F4076D36-80A0-43DE-883E-CE9660E69EC9}
29669,BRA/157,Footpath,{9B5CDEBF-2AC0-40F5-A17C-7863E4BA1F18}
29670,BRA/158,Footpath,{39B24CB3-4D56-4437-9FA4-15481CC0CD8C}
29671,BRA/16,Footpath,{442AFA7A-9D21-448B-8602-FF12CA4E7E21}
29672,BRA/162,Footpath,{2A8510C6-7687-4243-828D-F0F7DCE00475}
29673,BRA/166,Footpath,{12B3D532-9235-4482-9986-C594DE4D15B6}
29674,BRA/167,Footpath,{523677D7-9D3B-461B-A1C3-55E9FCE70ED2}
